0,0.0
1,0.96135
2,0.97115
3,0.9749
4,0.9772
5,0.98055
6,0.98235
7,0.9833
8,0.98465
9,0.9859166666666667
10,0.98685
11,0.9877166666666667
12,0.9883166666666666
13,0.98905
14,0.98985
15,0.9903166666666666
16,0.9908333333333333
17,0.9910833333333333
18,0.9914666666666667
19,0.99165
20,0.99165
21,0.99185
22,0.9921333333333333
23,0.9921
24,0.9923166666666666
25,0.99245
26,0.9926166666666667
27,0.9928833333333333
28,0.9929333333333333
29,0.9931
30,0.9931833333333333
31,0.9933833333333333
32,0.9936166666666667
33,0.9938
34,0.99395
35,0.9940166666666667
36,0.9940666666666667
37,0.9942166666666666
38,0.99435
39,0.9941833333333333
40,0.9944166666666666
41,0.99445
42,0.9945
43,0.9944166666666666
44,0.9942666666666666
45,0.99435
46,0.9941833333333333
47,0.9943333333333333
48,0.99465
49,0.9947833333333334
50,0.9948
