0,0.0
1,0.9594666666666667
2,0.972
3,0.97715
4,0.9803833333333334
5,0.9822833333333333
6,0.9838833333333333
7,0.9850833333333333
8,0.9861333333333333
9,0.98695
10,0.9878666666666667
11,0.98865
12,0.9891666666666666
13,0.9899666666666667
14,0.9903833333333333
15,0.9908
16,0.9912333333333333
17,0.9915333333333334
18,0.9918333333333333
19,0.9924166666666666
20,0.9927666666666667
21,0.9930833333333333
22,0.9932333333333333
23,0.9934666666666667
24,0.9936833333333334
25,0.9937833333333334
26,0.9939166666666667
27,0.9940666666666667
28,0.99435
29,0.9944166666666666
30,0.9945166666666667
31,0.9947666666666667
32,0.99495
33,0.9950333333333333
34,0.99515
35,0.9953
36,0.9954333333333333
37,0.9955166666666667
38,0.99565
39,0.9957333333333334
40,0.9958666666666667
41,0.99595
42,0.996
43,0.9961166666666667
44,0.9962333333333333
45,0.9962833333333333
46,0.9964
47,0.9964
48,0.9965
49,0.99655
50,0.9966
