0,0.0
1,0.9558166666666666
2,0.96485
3,0.9679833333333333
4,0.9697666666666667
5,0.9699333333333333
6,0.9704666666666667
7,0.9716
8,0.9731666666666666
9,0.974
10,0.9738666666666667
11,0.9747
12,0.97545
13,0.9759833333333333
14,0.97545
15,0.9775666666666667
16,0.9772333333333333
17,0.9773833333333334
18,0.9777833333333333
19,0.9782833333333333
20,0.9768
21,0.9763166666666667
22,0.97825
23,0.97805
24,0.9781333333333333
25,0.9791166666666666
26,0.97805
27,0.97875
28,0.9794666666666667
29,0.9789
30,0.9775666666666667
31,0.9798333333333333
32,0.97855
33,0.9804666666666667
34,0.98155
35,0.9816833333333334
36,0.9809
37,0.9814666666666667
38,0.98235
39,0.9814166666666667
40,0.9822333333333333
41,0.9826166666666667
42,0.9822333333333333
43,0.98155
44,0.9815
45,0.98125
46,0.9822166666666666
47,0.9823833333333334
48,0.9831
49,0.98205
50,0.9824666666666667
